image,split,condition_group,method,detected,true_x,true_y,command_x,command_y,initial_distance,final_distance,success_3cm,success_1cm,final_x,final_y
test_a/00003.png,test_a,A,rule_based,True,-0.03314068642579989,0.5540788534386217,-0.0359375,0.5525716145833334,1.2166335201772187,0.0016403885447097955,True,True,-0.03407292783030191,0.5527291125222429
test_a/00003.png,test_a,A,cnn,True,-0.03314068642579989,0.5540788534386217,-0.026166504248976707,0.5713921785354614,1.2166335201772187,0.01965650531698665,True,False,-0.024124595607245003,0.5715456306922623
test_a/00004.png,test_a,A,ground_truth,True,-0.29694776411280666,0.846189471927055,-0.29694776411280666,0.846189471927055,1.5906932141832621,0.017445064938620254,True,False,-0.3129101297890732,0.8391514911989039
test_a/00004.png,test_a,A,rule_based,True,-0.29694776411280666,0.846189471927055,-0.2994791666666666,0.8473090277777778,1.5906932141832621,0.019907896069596323,True,False,-0.31588035469683473,0.8400346900710165
test_a/00004.png,test_a,A,cnn,True,-0.29694776411280666,0.846189471927055,-0.2760179936885834,0.8561396598815918,1.5906932141832621,0.005881674492999067,True,True,-0.2921132790066969,0.8495393747018231
test_a/00005.png,test_a,A,ground_truth,True,-0.6885375712150505,0.4485956844377347,-0.6885375712150505,0.4485956844377347,1.7954807085074702,0.01699561359323074,True,False,-0.6965556579307733,0.4336103193494374
test_a/00005.png,test_a,A,rule_based,True,-0.6885375712150505,0.4485956844377347,-0.6852787990196079,0.44753370098039225,1.7954807085074702,0.01609360253227617,True,False,-0.6930064956080075,0.43313500019553763
test_a/00005.png,test_a,A,cnn,True,-0.6885375712150505,0.4485956844377347,-0.7845739722251892,0.5201512575149536,1.7954807085074702,0.1219423563740356,False,False,-0.806045542232888,0.48118118773787355
test_a/00006.png,test_a,A,ground_truth,True,-0.5640685115952415,0.42501996430540784,-0.5640685115952415,0.42501996430540784,1.6690893116251895,0.0011269605277336103,True,True,-0.5646882819410179,0.42407872854877415
test_a/00006.png,test_a,A,rule_based,True,-0.5640685115952415,0.42501996430540784,-0.565017361111111,0.42404513888888895,1.6690893116251895,0.0025066137436076065,True,True,-0.565651921780986,0.42307679044717406
test_a/00006.png,test_a,A,cnn,True,-0.5640685115952415,0.42501996430540784,-0.5270460247993469,0.42911720275878906,1.6690893116251895,0.03768320273947802,False,False,-0.5266725628970469,0.4296639700834619
test_a/00007.png,test_a,A,ground_truth,True,0.11055527492621446,0.37161699200040016,0.11055527492621446,0.37161699200040016,1.010275002270365,0.00040308664585146967,True,True,0.11092254671348822,0.3714508887844875
test_a/00007.png,test_a,A,rule_based,True,0.11055527492621446,0.37161699200040016,0.10781249999999999,0.37288411458333354,1.010275002270365,0.0026130723380030987,True,True,0.10818591468208144,0.3727189353188875
test_a/00007.png,test_a,A,cnn,True,0.11055527492621446,0.37161699200040016,0.11104147881269455,0.3711000084877014,1.010275002270365,0.0010917360966661376,True,True,0.11140687082854367,0.3709338579550621
test_a/00008.png,test_a,A,ground_truth,True,0.26938375393231806,0.7284527319773463,0.26938375393231806,0.7284527319773463,1.0677102164679606,0.0023692096613293365,True,True,0.27166077848133086,0.7277982752388759
test_a/00008.png,test_a,A,rule_based,True,0.26938375393231806,0.7284527319773463,0.26953125,0.7375,1.0677102164679606,0.008744906364921048,True,True,0.2717101246779271,0.736882523581248
test_a/00008.png,test_a,A,cnn,True,0.26938375393231806,0.7284527319773463,0.23731403052806854,0.7608193159103394,1.0677102164679606,0.043836840096484225,False,False,0.23931720064704018,0.7603536868719615
test_a/00009.png,test_a,A,ground_truth,True,0.021679249187837344,0.8895624561432872,0.021679249187837344,0.8895624561432872,1.3596929542843736,0.007708835501100586,True,True,0.013979954481701085,0.8891790427748572
test_a/00009.png,test_a,A,rule_based,True,0.021679249187837344,0.8895624561432872,0.023958333333333245,0.8832465277777778,1.3596929542843736,0.007977114930649787,True,True,0.017250298143232312,0.8829277929821849
test_a/00009.png,test_a,A,cnn,True,0.021679249187837344,0.8895624561432872,0.05954509228467941,0.8878724575042725,1.3596929542843736,0.030995245351645703,False,False,0.05262576085663645,0.8878250299026671
test_a/00010.png,test_a,A,ground_truth,True,-0.26236083162545776,0.173704891784056,-0.26236083162545776,0.173704891784056,1.3238067615080285,0.0008957548331764727,True,True,-0.2617103583855955,0.1743207337161961
test_a/00010.png,test_a,A,rule_based,True,-0.26236083162545776,0.173704891784056,-0.2635416666666666,0.16449652777777785,1.3238067615080285,0.008600605218815916,True,True,-0.26290946263839216,0.1651218029378672
test_a/00010.png,test_a,A,cnn,True,-0.26236083162545776,0.173704891784056,-0.2759997248649597,0.15289078652858734,1.3238067615080285,0.02397827844955751,True,False,-0.2753866441205447,0.15357317436483536
test_a/00011.png,test_a,A,ground_truth,True,0.8546092841672809,0.3112439340743746,0.8546092841672809,0.3112439340743746,0.3674919296144013,0.0019916507461655336,True,True,0.8538014800540676,0.3130644079712975
test_a/00011.png,test_a,A,rule_based,True,0.8546092841672809,0.3112439340743746,0.860033700980392,0.30871629901960795,0.3674919296144013,0.004665812272738275,True,True,0.8592254290496375,0.3105649564683169
test_a/00011.png,test_a,A,cnn,True,0.8546092841672809,0.3112439340743746,0.9439016580581665,0.30444565415382385,0.3674919296144013,0.08856057816874179,False,False,0.9430535353706897,0.3067062656587516
test_a/00012.png,test_a,A,ground_truth,True,-0.30925283778491786,0.32521900459140995,-0.30925283778491786,0.32521900459140995,1.3976178583481895,0.0015871187094034331,True,True,-0.30803626735782136,0.3262382701081683
test_a/00012.png,test_a,A,rule_based,True,-0.30925283778491786,0.32521900459140995,-0.3150520833333334,0.329609375,1.3976178583481895,0.007105917866176853,True,True,-0.313798794065895,0.33068053827823235
test_a/00012.png,test_a,A,cnn,True,-0.30925283778491786,0.32521900459140995,-0.28474855422973633,0.3366243541240692,1.3976178583481895,0.02849044870152504,True,False,-0.28354633329631096,0.337502379298365
test_a/00013.png,test_a,A,ground_truth,True,0.024378381689819893,0.3705645493416068,0.024378381689819893,0.3705645493416068,1.0905126267833587,0.0004894088660794739,True,True,0.024855721603196657,0.370456532466561
test_a/00013.png,test_a,A,rule_based,True,0.024378381689819893,0.3705645493416068,0.030696614583333247,0.37812500000000004,1.0905126267833587,0.010090120151148263,True,False,0.031186562336658896,0.3780116427977557
test_a/00013.png,test_a,A,cnn,True,0.024378381689819893,0.3705645493416068,0.04586930200457573,0.38559210300445557,1.0905126267833587,0.026555535070471686,True,False,0.04635940381213283,0.38546525769179746
test_a/00014.png,test_a,A,ground_truth,True,-0.3314041218047323,0.8755347040038888,-0.3314041218047323,0.8755347040038888,1.6354933095718494,0.02824040663540604,True,False,-0.3569870610486489,0.8635750306565454
test_a/00014.png,test_a,A,rule_based,True,-0.3314041218047323,0.8755347040038888,-0.32590379901960786,0.8787837009803923,1.6354933095718494,0.02200469729936249,True,False,-0.3516677278745723,0.8669560693641041
test_a/00014.png,test_a,A,cnn,True,-0.3314041218047323,0.8755347040038888,-0.316994309425354,0.9003820419311523,1.6354933095718494,0.019594590053501344,True,False,-0.3471285658182526,0.8872261461660191
test_a/00015.png,test_a,A,ground_truth,True,-0.24459817989537813,0.24715800148108155,-0.24459817989537813,0.24715800148108155,1.3179800928255891,0.0009499007275738445,True,True,-0.24381151035944146,0.24769041338315972
test_a/00015.png,test_a,A,rule_based,True,-0.24459817989537813,0.24715800148108155,-0.24956597222222215,0.2463541666666668,1.3179800928255891,0.0041808590617871235,True,True,-0.24877168418276538,0.24691012155513398
test_a/00015.png,test_a,A,cnn,True,-0.24459817989537813,0.24715800148108155,-0.23168689012527466,0.22777476906776428,1.3179800928255891,0.02331383802180741,True,False,-0.23096520617706684,0.22824564914450252
test_a/00016.png,test_a,A,ground_truth,True,0.31927244841699154,0.7027626597440062,0.31927244841699154,0.7027626597440062,1.0138235105643232,0.002270569365678945,True,True,0.321403612691497,0.7019793181330654
test_a/00016.png,test_a,A,rule_based,True,0.31927244841699154,0.7027626597440062,0.32097120098039206,0.7040287990196079,1.0138235105643232,0.003844559979407765,True,True,0.32308622351484584,0.7032482119433116
test_a/00016.png,test_a,A,cnn,True,0.31927244841699154,0.7027626597440062,0.31688013672828674,0.7270376086235046,1.0138235105643232,0.023587731591691006,True,False,0.3188512124591636,0.7263466297641171
test_a/00017.png,test_a,A,ground_truth,True,-0.6893112488183314,0.440908892020722,-0.6893112488183314,0.440908892020722,1.79432557562136,0.01649074601023782,True,False,-0.6969701163397608,0.4263045621058177
test_a/00017.png,test_a,A,rule_based,True,-0.6893112488183314,0.440908892020722,-0.6852787990196079,0.44753370098039225,1.79432557562136,0.008607452755971409,True,True,-0.6930064956080075,0.43313500019553763
test_a/00017.png,test_a,A,cnn,True,-0.6893112488183314,0.440908892020722,-0.7820497155189514,0.4953082501888275,1.79432557562136,0.11317195182420557,False,False,-0.8010480065975292,0.45887518381099385
test_a/00018.png,test_a,A,ground_truth,True,0.5807736512052596,0.4976453916389152,0.5807736512052596,0.4976453916389152,0.6839768287176786,0.0005034790168466162,True,True,0.5811269167294923,0.4972866513571048
test_a/00018.png,test_a,A,rule_based,True,0.5807736512052596,0.4976453916389152,0.5769965277777778,0.4979166666666666,0.6839768287176786,0.003410338007352945,True,True,0.577364775163718,0.4975455444666985
test_a/00018.png,test_a,A,cnn,True,0.5807736512052596,0.4976453916389152,0.5925571918487549,0.47813737392425537,0.6839768287176786,0.023135206886656753,True,False,0.5927955995349581,0.47787899196556877
test_a/00019.png,test_a,A,ground_truth,True,0.07720399214151441,0.6252339447091683,0.07720399214151441,0.6252339447091683,1.1563950702601573,0.0023714928476317476,True,True,0.07956972533712198,0.6250687636764528
test_a/00019.png,test_a,A,rule_based,True,0.07720399214151441,0.6252339447091683,0.07711588541666649,0.6296875,1.1563950702601573,0.004882433777991876,True,True,0.07953417997304041,0.6295244440118467
test_a/00019.png,test_a,A,cnn,True,0.07720399214151441,0.6252339447091683,0.04026620835065842,0.6067290902137756,1.1563950702601573,0.039339458854020244,False,False,0.042513585800147136,0.60668215959835
test_a/00020.png,test_a,A,ground_truth,True,-0.37694556320682204,0.17378758083625373,-0.37694556320682204,0.17378758083625373,1.437489395998646,0.0014111335696539514,True,True,-0.3762332104511441,0.1750057152717256
test_a/00020.png,test_a,A,rule_based,True,-0.37694556320682204,0.17378758083625373,-0.37734375,0.16848958333333353,1.437489395998646,0.004095135428674809,True,True,-0.3766503429450708,0.16970310055398535
test_a/00020.png,test_a,A,cnn,True,-0.37694556320682204,0.17378758083625373,-0.37181586027145386,0.14553478360176086,1.437489395998646,0.02769751639853131,True,False,-0.3712006839871723,0.14669240087009466
test_a/00021.png,test_a,A,ground_truth,True,0.04346745308553587,0.40398974185082226,0.04346745308553587,0.40398974185082226,1.084580785151024,0.0005743099649481703,True,True,0.044027969556505286,0.4038646290153066
test_a/00021.png,test_a,A,rule_based,True,0.04346745308553587,0.40398974185082226,0.0359375,0.40882161458333355,1.084580785151024,0.008387656879853673,True,True,0.03653026500231127,0.40870442205547275
test_a/00021.png,test_a,A,cnn,True,0.04346745308553587,0.40398974185082226,0.06633404642343521,0.40955373644828796,1.084580785151024,0.024031453750477407,True,False,0.06688041075800744,0.4094067689310933
test_a/00022.png,test_a,A,ground_truth,True,-0.6492420013660323,0.3986910085239086,-0.6492420013660323,0.3986910085239086,1.7453876072334908,0.0077903458219575885,True,True,-0.6527678289304625,0.39174420868429927
test_a/00022.png,test_a,A,rule_based,True,-0.6492420013660323,0.3986910085239086,-0.646875,0.39609375,1.7453876072334908,0.009230735834766439,True,True,-0.650209172306079,0.3895110812679893
test_a/00022.png,test_a,A,cnn,True,-0.6492420013660323,0.3986910085239086,-0.6644043326377869,0.41438236832618713,1.7453876072334908,0.020970292665166784,True,False,-0.6692735871281379,0.40489493843309965
test_a/00023.png,test_a,A,ground_truth,True,0.4967709478231975,0.18317613971716282,0.4967709478231975,0.18317613971716282,0.5827657182214179,0.00017335898241184713,True,True,0.49671034251825746,0.18333855995542148
test_a/00023.png,test_a,A,rule_based,True,0.4967709478231975,0.18317613971716282,0.5031249999999999,0.18046875,0.5827657182214179,0.006770945651376536,True,True,0.5030558311855695,0.18065702357548258
test_a/00023.png,test_a,A,cnn,True,0.4967709478231975,0.18317613971716282,0.5395232439041138,0.1670316606760025,0.5827657182214179,0.04545860033295766,False,False,0.539401061310926,0.16739140759225923
test_a/00024.png,test_a,A,ground_truth,True,-0.24709871154659416,0.17225213150156116,-0.24709871154659416,0.17225213150156116,1.3084860963352518,0.000842642914337019,True,True,-0.24646328937322518,0.17280556238493633
test_a/00024.png,test_a,A,rule_based,True,-0.24709871154659416,0.17225213150156116,-0.25156249999999997,0.16774088541666676,1.3084860963352518,0.0054952593687840464,True,True,-0.250932327318355,0.16831496683079678
test_a/00024.png,test_a,A,cnn,True,-0.24709871154659416,0.17225213150156116,-0.28306928277015686,0.1624148190021515,1.3084860963352518,0.03649107384974825,False,False,-0.2824299775936391,0.16312524209603468
test_a/00025.png,test_a,A,ground_truth,True,0.04121869623205685,0.3523712475712953,0.04121869623205685,0.3523712475712953,1.068552860155595,0.00041916007147394245,True,True,0.0416196787344128,0.352249148438119
test_a/00025.png,test_a,A,rule_based,True,0.04121869623205685,0.3523712475712953,0.0359375,0.34742838541666676,1.068552860155595,0.007033659929333166,True,True,0.036334286573690366,0.34731012968185987
test_a/00025.png,test_a,A,cnn,True,0.04121869623205685,0.3523712475712953,0.03108365088701248,0.34846231341362,1.068552860155595,0.010527669762954207,True,False,0.03149023960278985,0.34834769662091686
test_a/00026.png,test_a,A,ground_truth,True,0.39773803762864657,0.24134471041202837,0.39773803762864657,0.24134471041202837,0.6954803640652947,0.0001296434233703971,True,True,0.39780046579252626,0.24123108760807685
test_a/00026.png,test_a,A,rule_based,True,0.39773803762864657,0.24134471041202837,0.3977787990196076,0.23684129901960793,0.6954803640652947,0.0046132073981078854,True,True,0.39783711441738057,0.23673256706127577
test_a/00026.png,test_a,A,cnn,True,0.39773803762864657,0.24134471041202837,0.46015098690986633,0.25455403327941895,0.6954803640652947,0.06381162838484687,False,False,0.4601774995920715,0.25450668240880026
test_a/00027.png,test_a,A,ground_truth,True,0.40413669129073015,0.6679218866913971,0.40413669129073015,0.6679218866913971,0.9291173554822239,0.0018852665436059697,True,True,0.40581730914875214,0.6670676305496354
test_a/00027.png,test_a,A,rule_based,True,0.40413669129073015,0.6679218866913971,0.40055338541666646,0.665625,0.9291173554822239,0.003674434036155149,True,True,0.40226005894395755,0.664762817758768
test_a/00027.png,test_a,A,cnn,True,0.40413669129073015,0.6679218866913971,0.43893375992774963,0.6540272831916809,0.9291173554822239,0.03914090263765108,False,False,0.4404003185152082,0.6531923381642298
test_a/00028.png,test_a,A,ground_truth,True,0.04145787489230814,0.410702499899968,0.04145787489230814,0.410702499899968,1.0889599448743843,0.0006037911694639739,True,True,0.04204899060512923,0.4105794308527681
test_a/00028.png,test_a,A,rule_based,True,0.04145787489230814,0.410702499899968,0.04117838541666649,0.4140625,1.0889599448743843,0.003253682377467573,True,True,0.04178419677076939,0.4139397770035043
test_a/00028.png,test_a,A,cnn,True,0.04145787489230814,0.410702499899968,0.06818519532680511,0.409525066614151,1.0889599448743843,0.0273030424949782,True,False,0.068728698166169,0.4093764805002478
test_a/00029.png,test_a,A,ground_truth,True,-0.3802940675488658,0.11591649418331386,-0.3802940675488658,0.11591649418331386,1.4349835376370106,0.0012751278039506535,True,True,-0.37978289806454185,0.11708467938896577
test_a/00029.png,test_a,A,rule_based,True,-0.3802940675488658,0.11591649418331386,-0.3827343749999999,0.11817708333333332,1.4349835376370106,0.0039437228958154,True,True,-0.3822168604848298,0.11935972197194267
test_a/00029.png,test_a,A,cnn,True,-0.3802940675488658,0.11591649418331386,-0.35659128427505493,0.15725016593933105,1.4349835376370106,0.04891299234216605,False,False,-0.3559373823685709,0.15833385745465356
test_a/00030.png,test_a,A,ground_truth,True,0.19115107105384369,0.2861202675693186,0.19115107105384369,0.2861202675693186,0.9052548206256061,0.00022644044246168934,True,True,0.1913118827453832,0.28596084713823633
test_a/00030.png,test_a,A,rule_based,True,0.19115107105384369,0.2861202675693186,0.1816840277777778,0.2822916666666668,0.9052548206256061,0.01012499096493624,True,False,0.18184306074945772,0.28213574925294893
test_a/00030.png,test_a,A,cnn,True,0.19115107105384369,0.2861202675693186,0.19353976845741272,0.29068127274513245,0.9052548206256061,0.005087286737845976,True,True,0.19370550199048042,0.2905197412813683
test_a/00031.png,test_a,A,ground_truth,True,-0.5832872834862413,0.7454568970414119,-0.5832872834862413,0.7454568970414119,1.795364401937522,0.04001443368441809,False,False,-0.612764772405548,0.7183971012162983
test_a/00031.png,test_a,A,rule_based,True,-0.5832872834862413,0.7454568970414119,-0.5774662990196079,0.7399662990196079,1.795364401937522,0.037986895058740956,False,False,-0.6052625601189063,0.7144715551339609
test_a/00031.png,test_a,A,cnn,True,-0.5832872834862413,0.7454568970414119,-0.5011854767799377,0.7808802723884583,1.795364401937522,0.05874165769264756,False,False,-0.5267621247004508,0.7614409132051099
test_a/00032.png,test_a,A,ground_truth,True,-0.7716349091947319,0.23871465521424393,-0.7716349091947319,0.23871465521424393,1.8372094134885535,0.01937850774606748,True,False,-0.7757079447452059,0.2197690239534764
test_a/00032.png,test_a,A,rule_based,True,-0.7716349091947319,0.23871465521424393,-0.7726562499999999,0.23437500000000003,1.8372094134885535,0.02386692285126902,True,False,-0.7766307234012082,0.21537644948195173
test_a/00032.png,test_a,A,cnn,True,-0.7716349091947319,0.23871465521424393,-0.8004767894744873,0.2335006594657898,1.8372094134885535,0.04463690196186165,False,False,-0.8052361994856686,0.20933087895017177
test_a/00033.png,test_a,A,ground_truth,True,0.49554432873251486,0.4026302622567819,0.49554432873251486,0.4026302622567819,0.6852242111058559,0.0003611131627046632,True,True,0.49578674743373385,0.4023626134391535
test_a/00033.png,test_a,A,rule_based,True,0.49554432873251486,0.4026302622567819,0.5011284722222221,0.40208333333333324,0.6852242111058559,0.005871191406284228,True,True,0.5013600289275401,0.40182495500435605
test_a/00033.png,test_a,A,cnn,True,0.49554432873251486,0.4026302622567819,0.5262376666069031,0.41090866923332214,0.6852242111058559,0.031930266324442985,False,False,0.5264449719260418,0.4106734057825556
test_a/00034.png,test_a,A,ground_truth,True,0.2657829853238119,0.21772303406912166,0.2657829853238119,0.21772303406912166,0.8138793802965503,0.00017213947934217508,True,True,0.26586511727390705,0.21757175173994286
test_a/00034.png,test_a,A,rule_based,True,0.2657829853238119,0.21772303406912166,0.25994791666666667,0.22179687499999998,0.8138793802965503,0.006958578230791693,True,True,0.26003430772239894,0.22164406924226931
test_a/00034.png,test_a,A,cnn,True,0.2657829853238119,0.21772303406912166,0.2776161730289459,0.22174641489982605,0.8138793802965503,0.012529504045919548,True,False,0.2776993803459365,0.22159446808165478
test_a/00035.png,test_a,A,ground_truth,True,-0.06458267046059335,0.699733160085764,-0.06458267046059335,0.699733160085764,1.3160247051688192,0.00319784149271696,True,True,-0.061426766368921415,0.7002493573123263
test_a/00035.png,test_a,A,rule_based,True,-0.06458267046059335,0.699733160085764,-0.06663411458333338,0.7015625,1.3160247051688192,0.0025956872365200424,True,True,-0.0634879467468148,0.7020867046934407
test_a/00035.png,test_a,A,cnn,True,-0.06458267046059335,0.699733160085764,-0.01492663286626339,0.7366486191749573,1.3160247051688192,0.06441513044322444,False,False,-0.011989744617178055,0.7369258096451412
test_a/00036.png,test_a,A,ground_truth,True,-0.484355388072856,0.7885043707165782,-0.484355388072856,0.7885043707165782,1.7251045184415208,0.030861781503369046,False,False,-0.5092915978304324,0.7703209991786086
test_a/00036.png,test_a,A,rule_based,True,-0.484355388072856,0.7885043707165782,-0.47976562500000003,0.7818229166666667,1.7251045184415208,0.029950301554698206,True,False,-0.5028761179718546,0.764967099693248
test_a/00036.png,test_a,A,cnn,True,-0.484355388072856,0.7885043707165782,-0.4288587272167206,0.7731678485870361,1.7251045184415208,0.04735938561534099,False,False,-0.4446810307413557,0.7626421052281297
test_a/00037.png,test_a,A,ground_truth,True,-0.4302638675228535,0.8166372941349999,-0.4302638675228535,0.8166372941349999,1.6905849838638252,0.028295012304403348,True,False,-0.45418691014721174,0.8015278350811662
test_a/00037.png,test_a,A,rule_based,True,-0.4302638675228535,0.8166372941349999,-0.43124999999999997,0.8146158854166667,1.6905849838638252,0.02992542615948175,True,False,-0.4548809260874777,0.7996216672452124
test_a/00037.png,test_a,A,cnn,True,-0.4302638675228535,0.8166372941349999,-0.3706265091896057,0.8269639015197754,1.6905849838638252,0.040319121388810664,False,False,-0.38994536477217495,0.8164139434932376
test_a/00038.png,test_a,A,ground_truth,True,0.6199670231562724,0.4709503483875524,0.6199670231562724,0.4709503483875524,0.6377480629679991,0.00016520875718040612,True,True,0.6200737447956125,0.4708242356398
test_a/00038.png,test_a,A,rule_based,True,0.6199670231562724,0.4709503483875524,0.6169270833333329,0.46796875,0.6377480629679991,0.004273927152369477,True,True,0.6170378603412155,0.4678380408020703
test_a/00038.png,test_a,A,cnn,True,0.6199670231562724,0.4709503483875524,0.6435176134109497,0.4517102837562561,0.6377480629679991,0.030348015461946952,False,False,0.6434742873469856,0.45175632398550003
test_a/00039.png,test_a,A,ground_truth,True,-0.6577709850101765,0.6047755820470841,-0.6577709850101765,0.6047755820470841,1.8116940254587743,0.0295297658244644,True,False,-0.6758487503576682,0.5814260323792911
test_a/00039.png,test_a,A,rule_based,True,-0.6577709850101765,0.6047755820470841,-0.6568576388888888,0.603732638888889,1.8116940254587743,0.029482042623910437,True,False,-0.6747191094081588,0.5806519024631445
test_a/00039.png,test_a,A,cnn,True,-0.6577709850101765,0.6047755820470841,-0.6476364731788635,0.6668921113014221,1.8116940254587743,0.03674016288409384,False,False,-0.6725222929691427,0.6384243336175286
test_a/00040.png,test_a,A,ground_truth,True,-0.32422364404250065,0.13961424075028073,-0.32422364404250065,0.13961424075028073,1.3812974915150344,0.001082696343156981,True,True,-0.3236287528073327,0.14051885989102775
test_a/00040.png,test_a,A,rule_based,True,-0.32422364404250065,0.13961424075028073,-0.3214409722222221,0.13854166666666679,1.3812974915150344,0.0033789098442919938,True,True,-0.3208496243395038,0.13943251904094883
test_a/00040.png,test_a,A,cnn,True,-0.32422364404250065,0.13961424075028073,-0.31783950328826904,0.15122255682945251,1.3812974915150344,0.014318229703942593,True,False,-0.3172128382436105,0.15209864317511118
test_a/00041.png,test_a,A,ground_truth,True,-0.28523067306905026,0.8425766907645428,-0.28523067306905026,0.8425766907645428,1.5788528842562113,0.015560795785000652,True,False,-0.29953655508896726,0.836454591035307
test_a/00041.png,test_a,A,rule_based,True,-0.28523067306905026,0.8425766907645428,-0.2875,0.8453124999999999,1.5788528842562113,0.017652526321894645,True,False,-0.3024905804251393,0.8388743558790407
test_a/00041.png,test_a,A,cnn,True,-0.28523067306905026,0.8425766907645428,-0.24549204111099243,0.8298231959342957,1.5788528842562113,0.0345387688205496,False,False,-0.2547882509165822,0.8262614989136852
test_a/00042.png,test_a,A,ground_truth,True,0.10188341450010503,0.4389834433410519,0.10188341450010503,0.4389834433410519,1.0448117166396758,0.0006557862977664603,True,True,0.10251167270280087,0.438795434567098
test_a/00042.png,test_a,A,rule_based,True,0.10188341450010503,0.4389834433410519,0.10781249999999999,0.4447591145833334,1.0448117166396758,0.008625969457795148,True,True,0.10846200028228498,0.4445628302422548
test_a/00042.png,test_a,A,cnn,True,0.10188341450010503,0.4389834433410519,0.11303626000881195,0.46551933884620667,1.0448117166396758,0.028892394132636345,True,False,0.1137936249672219,0.4653067661811604
test_a/00043.png,test_a,A,ground_truth,True,-0.26733893860744806,0.18990623009681823,-0.26733893860744806,0.18990623009681823,1.3309568946442194,0.0009368288991012339,True,True,-0.26664874833733215,0.19053970130944636
test_a/00043.png,test_a,A,rule_based,True,-0.26733893860744806,0.18990623009681823,-0.26953125,0.19843750000000004,1.3309568946442194,0.009292838094360396,True,True,-0.2688194026568308,0.19908038215826135
test_a/00043.png,test_a,A,cnn,True,-0.26733893860744806,0.18990623009681823,-0.2714603543281555,0.1635703146457672,1.3309568946442194,0.02591245912190037,True,False,-0.27082530274857586,0.16422937665213744
test_a/00044.png,test_a,A,ground_truth,True,0.2605553641520725,0.23567644879027033,0.2605553641520725,0.23567644879027033,0.8238726974378141,0.0001858073195621295,True,True,0.2606534287376141,0.23551862706468918
test_a/00044.png,test_a,A,rule_based,True,0.2605553641520725,0.23567644879027033,0.2568033854166665,0.23437500000000003,0.8238726974378141,0.003934761241177693,True,True,0.25690096706238197,0.2342177754423491
test_a/00044.png,test_a,A,cnn,True,0.2605553641520725,0.23567644879027033,0.2823329269886017,0.2537236213684082,0.8238726974378141,0.02826393700646388,True,False,0.2824441908213582,0.25355742757073213
test_a/00045.png,test_a,A,ground_truth,True,-0.04091188140848985,0.30752889070808986,-0.04091188140848985,0.30752889070808986,1.1334296412298204,0.00045665946342587324,True,True,-0.040457810849669706,0.30748033359584903
test_a/00045.png,test_a,A,rule_based,True,-0.04091188140848985,0.30752889070808986,-0.04117838541666675,0.30625,1.1334296412298204,0.0013403436895766472,True,True,-0.04072588943337324,0.3062015142764096
test_a/00045.png,test_a,A,cnn,True,-0.04091188140848985,0.30752889070808986,-0.03100178949534893,0.3386971652507782,1.1334296412298204,0.03280898709518273,False,False,-0.03050495240854767,0.33864360528177717
test_a/00046.png,test_a,A,ground_truth,True,-0.15484031141042023,0.38888033360176616,-0.15484031141042023,0.38888033360176616,1.2660442685237272,0.0010560546263119926,True,True,-0.1538259218571676,0.389174042995567
test_a/00046.png,test_a,A,rule_based,True,-0.15484031141042023,0.38888033360176616,-0.14654513888888893,0.3809201388888888,1.2660442685237272,0.012036932468988055,True,False,-0.14559682315400124,0.38117023190876476
